t,l_j1,l_j2,l_j3,l_j4,l_j5,l_j6,l_j7,r_j1,r_j2,r_j3,r_j4,r_j5,r_j6,r_j7
12.355,120.976,121.099,181.269,120.697,120.280,120.627,120.593,120.468,120.346,120.305,120.164,33.995,120.335,120.630
12.360,121.894,121.748,181.142,122.116,121.976,0.000,122.274,122.376,122.272,121.869,122.341,155.433,121.409,122.153
12.365,122.179,122.135,181.206,122.163,122.324,122.792,122.466,122.028,122.213,122.012,122.175,155.433,122.593,121.851
12.370,122.110,122.065,181.097,122.060,122.236,121.925,121.800,122.183,122.467,122.267,121.823,155.433,122.175,122.853
12.375,122.185,121.762,181.138,122.516,121.873,121.920,122.751,122.166,122.284,122.839,122.369,155.433,122.212,122.388
12.380,123.263,123.197,181.237,123.924,123.636,123.000,123.586,124.353,123.797,123.386,123.674,75.281,123.542,123.735
12.385,124.096,123.467,181.170,124.008,123.878,0.000,123.740,124.060,123.806,123.511,123.760,75.281,123.801,124.102
12.390,123.646,124.082,181.208,123.341,124.141,123.618,124.265,123.952,123.770,123.578,123.861,75.281,123.459,124.114
12.395,123.795,123.454,181.131,123.989,124.351,123.850,123.916,123.764,124.068,123.788,124.166,75.281,123.721,123.466
12.400,124.977,125.358,181.256,125.920,125.442,125.744,125.676,125.382,125.493,125.216,125.621,132.504,125.553,125.730
12.405,125.729,125.380,181.208,125.355,125.169,0.000,125.645,125.512,125.366,125.755,124.965,132.504,125.440,125.088
12.410,124.817,125.440,181.254,125.261,125.433,0.000,125.666,124.966,125.331,125.547,125.800,132.504,125.246,125.235
12.415,125.834,124.559,181.236,125.200,125.764,125.298,124.735,125.277,125.290,124.961,125.109,132.504,124.455,125.495
12.420,126.656,126.564,181.154,126.766,127.283,126.357,126.488,126.654,126.638,126.628,127.130,203.876,126.481,127.008
12.425,126.672,126.144,181.226,126.664,126.668,126.562,126.698,126.794,126.832,126.588,126.913,203.876,126.685,126.814
12.430,126.573,126.891,181.206,126.772,126.852,126.840,126.697,126.952,126.774,127.068,127.328,203.876,126.785,126.952
12.435,127.192,126.973,181.152,126.905,126.989,126.470,126.708,127.246,127.251,127.036,127.047,203.876,126.531,126.753
12.440,127.990,128.556,181.272,127.846,128.665,128.409,128.342,127.985,128.041,128.647,128.283,90.486,128.440,128.361
12.445,127.985,128.452,181.277,128.294,128.594,128.379,128.055,128.312,128.244,128.407,128.414,90.486,128.074,127.973
12.450,127.962,128.598,181.238,128.264,128.277,128.180,128.454,128.511,127.566,127.832,127.807,90.486,128.274,128.160
12.455,128.389,128.543,181.154,128.364,128.509,128.247,128.641,128.105,127.674,128.539,128.180,90.486,128.237,127.733
12.460,129.838,129.793,181.220,129.681,129.628,129.832,129.821,129.686,129.723,129.957,129.205,193.995,129.593,129.657
12.465,129.462,129.940,181.217,129.520,129.452,129.788,130.045,129.323,129.524,129.916,129.157,193.995,130.056,129.332
12.470,129.831,129.411,181.188,129.944,129.737,129.598,129.947,129.606,130.050,129.731,129.977,193.995,129.844,129.362
12.475,130.135,129.735,181.230,129.596,129.498,129.723,129.841,129.118,129.773,129.582,129.583,193.995,129.815,128.883
12.480,131.277,130.759,181.189,130.673,131.415,130.741,130.615,131.345,130.892,131.047,131.291,205.529,131.265,130.963
12.485,131.185,130.877,181.195,130.808,130.433,130.234,130.915,130.811,130.915,131.524,130.616,205.529,131.200,131.087
12.490,130.768,131.111,181.208,131.143,130.724,131.168,131.193,130.862,130.837,130.473,130.575,205.529,131.072,131.280
12.495,131.533,131.485,181.208,130.718,131.107,130.861,131.159,130.671,131.608,131.260,131.366,205.529,131.552,130.542
12.500,132.626,132.362,181.221,132.834,132.776,132.235,132.032,132.722,132.196,132.384,132.526,143.621,132.632,132.464
12.505,132.000,132.617,181.193,132.704,132.539,132.823,132.248,132.175,132.216,132.306,132.571,143.621,131.824,132.269
12.510,132.203,132.441,181.161,132.191,132.471,132.666,132.891,132.333,132.251,132.473,132.503,143.621,132.386,132.172
12.515,131.601,132.825,181.170,132.162,132.412,132.343,132.600,132.488,132.235,132.993,132.278,143.621,133.014,132.559
12.520,133.885,133.948,181.208,133.779,134.230,133.874,133.272,133.595,133.451,134.506,133.673,225.333,133.844,133.157
12.525,133.363,133.584,181.269,133.832,132.982,133.865,133.822,133.862,133.310,133.628,133.766,225.333,133.973,133.616
12.530,133.653,134.031,181.197,134.045,133.274,133.944,133.623,133.954,134.104,133.993,133.740,225.333,134.002,133.502
12.535,134.144,133.833,181.167,134.105,133.584,133.687,133.748,134.160,134.030,133.570,133.341,225.333,133.583,133.483
12.540,134.575,134.971,181.148,135.417,135.210,135.171,135.021,135.471,135.244,134.829,135.451,335.607,135.620,135.116
12.545,135.254,135.519,181.290,134.794,135.145,134.911,134.730,134.658,135.529,134.577,135.320,335.607,134.438,135.157
12.550,134.905,135.010,181.251,134.833,134.756,134.865,135.286,134.793,134.710,135.555,135.242,335.607,134.780,134.974
12.555,134.671,134.816,181.257,134.926,135.127,134.579,135.232,135.054,134.970,135.135,135.479,335.607,135.351,134.391
12.560,136.602,135.580,181.128,136.196,136.743,136.241,136.043,136.308,136.390,135.852,135.883,354.271,135.992,135.943
12.565,136.340,135.774,181.208,135.772,136.351,136.455,136.207,136.156,136.054,136.502,136.338,354.271,135.939,136.579
12.570,136.012,136.497,181.179,135.872,136.260,135.778,136.383,136.309,136.085,135.825,136.461,354.271,136.137,136.053
12.575,136.373,135.235,181.188,136.286,136.070,135.970,136.134,135.805,136.093,135.793,136.075,354.271,136.188,136.460
12.580,137.217,137.703,181.182,137.464,137.477,137.314,137.316,137.666,137.064,137.828,136.733,126.421,137.712,136.948
12.585,137.137,137.051,181.168,137.516,137.048,137.235,137.558,137.683,137.243,137.895,137.081,126.421,137.255,137.224
12.590,137.282,137.047,181.125,137.896,137.257,137.671,137.735,137.273,136.991,137.286,136.742,126.421,136.931,137.277
12.595,137.690,137.690,181.188,137.702,137.622,137.542,137.897,137.308,137.088,137.333,137.414,126.421,137.183,137.476
12.600,138.049,138.001,181.146,138.393,138.533,138.602,138.396,139.211,138.738,138.801,138.795,184.694,138.220,138.182
12.605,138.135,138.346,181.215,138.509,138.314,138.272,138.581,138.127,138.412,138.650,138.773,184.694,138.586,138.995
12.610,138.787,138.253,181.221,138.477,139.038,138.676,138.384,139.044,138.873,138.551,138.373,184.694,138.390,138.346
12.615,138.106,138.453,181.272,138.694,138.595,138.706,138.435,138.772,138.297,138.625,139.188,184.694,138.180,138.673
12.620,139.546,139.957,181.228,139.398,139.526,139.683,139.890,140.263,139.519,139.669,139.567,325.200,139.690,139.672
12.625,139.515,140.172,181.165,139.655,139.779,139.441,139.655,139.392,139.362,139.784,139.975,325.200,139.507,139.700
12.630,139.221,139.110,181.215,139.017,140.274,139.517,140.129,139.833,139.554,139.615,139.525,325.200,139.858,139.367
12.635,139.383,139.301,181.190,139.803,139.569,139.679,139.650,139.318,140.322,139.564,139.820,325.200,139.731,140.039
12.640,140.602,141.420,181.148,140.970,140.569,140.613,140.582,140.288,140.557,140.989,141.009,93.634,140.554,139.895
12.645,140.615,140.887,181.281,140.507,141.076,140.532,140.365,140.459,141.267,140.171,140.774,93.634,140.386,140.635
12.650,140.829,141.271,181.201,140.956,140.771,140.018,140.255,141.027,139.863,140.545,141.108,93.634,140.228,140.769
12.655,140.705,141.239,181.268,140.621,140.829,140.527,140.624,140.475,140.829,140.428,140.482,93.634,141.061,141.106
12.660,141.898,141.677,181.185,141.379,141.390,142.154,141.340,142.366,141.493,141.053,141.543,83.432,141.904,141.504
12.665,141.687,141.414,181.260,141.422,142.079,141.420,142.144,141.925,141.193,141.909,141.672,83.432,141.894,141.469
12.670,141.497,141.927,181.181,141.460,141.615,141.464,142.276,141.944,141.290,141.660,141.507,83.432,141.335,141.454
12.675,141.814,141.784,181.143,141.726,141.695,141.782,141.171,141.725,141.836,141.805,141.899,83.432,140.949,141.500
12.680,142.692,143.059,181.126,142.433,142.252,142.714,143.376,142.149,142.694,143.026,142.390,137.688,142.628,142.384
12.685,142.817,142.730,181.117,142.781,142.833,142.864,142.689,143.532,143.211,142.715,142.866,137.688,141.970,142.299
12.690,142.516,143.333,181.264,142.730,142.489,142.856,142.461,142.449,142.377,142.365,142.649,137.688,142.947,142.355
12.695,142.521,142.099,181.161,142.419,142.404,142.843,142.409,143.175,142.703,142.641,142.829,137.688,142.423,142.137
12.700,143.408,142.959,181.184,143.400,143.637,143.794,143.515,143.695,143.352,143.642,143.126,226.501,143.310,143.515
12.705,143.000,143.319,181.125,143.170,143.509,143.143,143.234,142.962,142.846,142.889,143.824,226.501,143.179,143.048
12.710,143.578,143.121,181.231,143.366,143.177,143.624,143.476,143.565,143.595,143.148,143.529,226.501,143.936,143.228
12.715,143.247,143.500,181.136,143.411,143.194,143.002,143.539,143.588,143.138,143.236,143.172,226.501,143.343,143.210
12.720,144.047,144.081,181.128,144.609,144.266,144.569,144.065,144.477,144.284,144.234,143.977,221.774,144.826,145.085
12.725,144.164,144.692,181.215,143.872,145.031,144.811,144.117,144.167,144.122,144.225,144.071,221.774,144.027,144.155
12.730,144.894,144.343,181.290,144.325,144.260,144.641,144.611,144.223,144.611,143.878,144.470,221.774,144.146,144.525
12.735,144.038,144.429,181.200,144.498,144.958,144.278,144.251,144.341,144.187,144.277,144.170,221.774,144.511,144.646
12.740,145.497,144.907,181.148,145.211,145.159,145.367,144.632,145.318,144.813,144.747,144.858,177.588,145.716,145.176
12.745,144.425,145.068,181.195,145.110,144.917,144.814,145.423,145.788,145.029,145.050,144.164,177.588,144.921,145.156
12.750,144.965,144.956,181.288,145.141,145.206,0.000,145.251,145.015,144.689,144.772,144.820,177.588,145.032,145.193
12.755,145.622,144.788,181.163,144.659,145.201,144.599,145.241,145.177,145.058,145.370,145.426,177.588,145.480,145.253
12.760,145.826,145.874,181.257,145.794,146.143,146.043,145.966,145.931,145.192,146.247,145.471,295.101,145.653,145.879
12.765,145.886,145.192,181.246,146.059,145.406,145.534,145.418,146.070,146.127,146.310,145.998,295.101,145.925,145.861
12.770,145.605,145.645,181.224,145.949,145.863,145.336,145.778,145.934,146.028,145.889,145.835,295.101,145.735,145.836
12.775,145.190,145.593,181.224,146.165,145.778,145.847,146.094,145.423,145.480,145.907,145.989,295.101,145.607,145.867
12.780,146.594,146.814,181.209,146.841,146.398,147.299,146.324,145.802,146.160,146.465,146.178,107.419,146.450,146.342
12.785,146.719,146.357,181.159,146.214,146.286,146.267,146.374,145.989,146.946,147.043,146.822,107.419,146.734,146.623
12.790,146.760,145.916,181.154,146.493,146.298,0.000,147.199,146.415,146.084,145.745,146.674,107.419,145.608,146.618
12.795,147.016,146.404,181.172,146.154,146.497,146.474,146.310,146.467,146.583,146.762,146.942,107.419,146.462,146.471
12.800,147.032,147.168,181.124,147.230,147.273,147.128,146.817,146.950,146.997,147.063,146.937,40.568,147.048,147.167
12.805,147.213,147.200,181.183,146.712,147.008,146.988,146.994,146.879,147.411,147.450,147.027,40.568,146.539,146.974
12.810,146.420,147.324,181.215,147.070,147.251,147.077,146.792,147.022,146.639,147.142,147.341,40.568,146.951,147.508
12.815,146.955,147.298,181.124,147.051,146.637,147.186,147.128,147.599,146.458,146.778,146.647,40.568,147.437,146.993
12.820,147.655,147.768,181.215,147.853,148.267,148.032,147.248,147.645,147.766,147.165,147.567,312.451,147.552,148.131
12.825,147.992,148.036,181.123,147.337,147.518,147.488,147.692,147.802,147.337,146.858,147.937,312.451,147.579,147.610
12.830,148.165,147.515,181.176,147.428,147.604,147.419,147.407,147.895,147.969,147.571,147.382,312.451,147.879,147.224
12.835,148.095,147.785,181.264,147.436,147.746,147.936,147.774,147.441,147.635,147.635,147.706,312.451,146.795,147.662
12.840,148.248,148.177,181.184,147.815,147.660,148.585,148.353,148.646,147.590,147.984,147.662,80.996,148.008,147.412
12.845,148.072,148.240,181.189,147.490,148.074,148.208,148.576,148.387,148.033,148.462,147.556,80.996,148.290,148.220
12.850,148.090,148.270,181.246,147.614,147.954,147.975,148.142,148.320,147.914,148.452,148.137,80.996,148.130,147.905
12.855,148.098,148.027,181.225,148.290,148.047,148.044,148.241,148.519,148.072,147.840,148.438,80.996,148.013,148.418
12.860,148.595,148.485,181.194,148.434,148.676,148.618,148.598,148.313,148.392,148.624,148.557,28.188,148.451,148.667
12.865,148.905,148.571,181.127,148.624,148.720,148.035,148.469,148.206,148.694,148.474,148.164,28.188,148.473,148.665
12.870,148.496,147.879,181.199,148.306,148.126,148.826,148.527,148.833,148.932,148.675,149.108,28.188,148.085,148.883
12.875,148.057,148.666,181.289,148.346,148.693,148.039,149.026,148.796,148.875,148.211,148.570,28.188,148.416,148.525
12.880,148.579,149.228,181.287,148.781,149.010,149.252,148.818,148.953,149.142,148.937,148.535,164.203,148.417,148.562
12.885,149.812,148.878,181.157,149.199,149.015,148.850,148.313,149.070,148.704,148.688,149.162,164.203,149.019,148.765
12.890,149.337,148.819,181.189,149.298,149.197,0.000,148.933,149.229,149.180,148.509,149.266,164.203,148.710,148.149
12.895,148.787,148.869,181.172,148.647,148.543,0.000,148.576,149.081,148.959,149.276,148.678,164.203,149.143,149.305
12.900,149.181,149.597,181.201,149.711,149.334,149.106,149.069,148.820,149.283,149.277,149.576,55.411,149.723,148.985
12.905,149.476,149.105,181.189,149.320,149.474,149.431,148.765,149.039,149.044,149.412,149.549,55.411,149.392,149.149
12.910,149.350,149.569,181.283,149.607,149.114,149.994,149.324,149.702,149.238,148.948,149.698,55.411,149.381,149.537
12.915,149.356,148.824,181.251,149.226,149.242,148.873,149.338,149.348,149.033,148.700,149.351,55.411,149.191,149.474
12.920,148.937,149.338,181.248,149.231,149.467,148.910,149.549,149.910,149.629,149.300,148.950,96.215,149.223,149.429
12.925,149.113,149.986,181.238,149.208,149.575,149.933,149.406,148.961,149.824,149.623,149.707,96.215,149.654,149.398
12.930,149.570,149.358,181.155,149.169,149.157,0.000,149.776,149.880,149.843,149.593,149.982,96.215,149.392,149.984
12.935,149.735,149.088,181.169,150.008,149.554,149.720,149.497,149.938,149.794,150.471,149.422,96.215,149.380,149.555
12.940,149.828,149.814,181.248,149.244,149.679,149.670,149.359,149.884,149.303,149.622,149.582,39.220,149.545,149.356
12.945,150.205,149.587,181.186,149.881,149.745,149.492,149.512,149.543,149.482,149.858,149.714,39.220,149.490,149.890
12.950,149.750,149.708,181.178,149.524,149.626,150.077,149.707,149.587,149.318,149.655,149.876,39.220,149.949,149.555
12.955,149.811,149.895,181.124,150.050,149.696,150.141,149.889,150.104,149.305,149.896,149.640,39.220,150.112,149.899
12.960,149.902,149.733,181.207,150.098,149.742,149.239,150.007,149.798,149.966,150.005,149.648,230.875,149.583,150.052
12.965,150.174,150.013,181.245,150.096,149.924,149.724,149.957,149.405,149.886,149.730,150.120,230.875,149.981,149.824
12.970,149.701,149.798,181.154,149.902,150.200,149.893,150.034,149.876,150.288,150.265,149.889,230.875,149.724,149.470
12.975,150.493,149.890,181.234,150.005,149.761,149.710,150.000,150.285,149.746,149.789,149.752,230.875,149.580,149.940
12.980,149.652,149.886,181.177,150.294,149.731,150.279,149.689,150.172,149.767,150.293,150.203,27.871,149.788,150.095
12.985,150.206,149.555,181.205,149.740,149.695,149.881,149.432,150.285,150.222,149.489,149.648,27.871,149.999,149.738
12.990,150.189,149.703,181.242,149.810,149.944,149.920,149.487,150.274,149.807,149.669,149.866,27.871,150.357,150.167
12.995,150.447,149.765,181.219,149.748,149.770,149.939,149.990,149.648,150.037,149.835,149.506,27.871,149.827,150.081
13.000,149.665,150.225,181.250,149.240,150.132,149.723,150.151,149.977,150.279,149.822,149.870,314.847,149.669,149.975
13.005,149.730,149.743,181.235,150.018,149.963,149.760,149.939,150.264,149.760,149.743,149.637,314.847,149.869,149.978
13.010,149.917,149.688,181.275,149.914,150.353,149.888,149.869,149.496,150.391,149.714,150.025,314.847,150.451,149.974
13.015,150.218,150.043,181.244,150.611,149.941,150.427,150.176,150.364,149.259,149.832,149.890,314.847,149.983,150.078
13.020,150.229,150.182,181.227,149.875,150.550,150.121,149.831,150.008,150.060,149.754,149.902,196.997,149.722,150.356
13.025,149.200,149.997,181.261,149.897,150.446,150.552,149.992,150.009,149.806,150.087,150.258,196.997,149.569,149.719
13.030,149.878,149.867,181.248,149.473,149.692,150.134,150.043,150.562,150.141,149.341,149.770,196.997,149.684,150.152
13.035,150.045,149.502,181.269,150.111,150.310,150.258,149.881,149.933,150.218,150.570,149.664,196.997,149.423,150.388
13.040,149.986,150.006,181.196,149.952,150.092,150.742,150.170,149.913,150.334,149.981,149.822,23.146,149.930,149.638
13.045,149.989,150.207,181.191,150.098,150.288,149.802,149.398,149.738,149.776,149.376,149.369,23.146,150.094,150.052
13.050,149.838,149.797,181.148,149.655,149.744,149.859,149.619,150.214,149.791,149.297,149.712,23.146,150.452,149.830
13.055,149.914,149.944,181.135,149.641,150.281,150.477,149.532,150.160,149.944,149.769,150.117,23.146,150.048,149.728
13.060,149.171,149.476,181.215,149.773,149.578,149.811,149.380,150.010,149.987,149.595,149.583,334.507,149.747,149.428
13.065,149.993,149.528,181.224,149.739,149.735,149.662,149.607,149.544,150.143,149.863,149.804,334.507,149.571,149.416
13.070,149.007,149.772,181.198,149.288,149.825,150.054,149.801,149.364,149.974,149.248,149.133,334.507,149.855,149.690
13.075,149.676,149.685,181.185,149.515,150.006,149.842,149.325,149.818,149.336,149.439,149.524,334.507,149.884,149.675
13.080,149.247,149.675,181.191,149.916,149.437,149.643,149.757,149.359,149.675,149.885,149.610,84.735,149.363,149.653
13.085,149.619,149.582,181.159,149.526,149.304,149.634,149.560,149.123,149.763,149.158,149.499,84.735,149.239,149.824
13.090,149.224,149.382,181.199,149.311,149.543,149.413,149.605,149.572,149.172,149.124,149.312,84.735,149.270,149.814
13.095,149.780,149.338,181.227,149.479,149.500,149.557,150.271,149.351,148.992,149.117,150.227,84.735,149.724,149.639
13.100,149.355,149.417,181.282,149.517,148.616,148.902,148.738,149.484,149.015,149.099,149.926,144.036,149.129,149.028
13.105,149.437,148.899,181.218,148.862,149.316,148.977,149.338,149.528,149.362,149.194,149.416,144.036,149.109,149.625
13.110,149.574,149.407,181.180,149.125,149.591,149.156,149.613,148.648,149.055,149.504,148.947,144.036,149.068,149.338
13.115,149.592,149.148,181.204,149.518,149.498,149.411,149.409,149.671,149.933,149.296,149.367,144.036,149.077,149.338
13.120,148.869,148.513,181.243,148.556,148.760,0.000,148.247,149.100,149.040,149.095,148.701,186.253,148.807,148.777
13.125,149.169,148.647,181.086,149.246,149.409,0.000,148.906,149.317,149.025,148.442,149.162,186.253,148.722,148.649
13.130,149.070,148.815,181.233,148.684,148.674,148.768,149.287,149.076,148.801,148.688,148.912,186.253,149.055,149.195
13.135,149.154,149.669,181.160,148.977,149.039,149.321,148.480,148.586,148.665,149.268,148.476,186.253,148.560,149.488
13.140,148.589,148.502,181.085,148.331,148.645,148.224,148.356,148.975,148.901,148.296,148.624,83.496,148.342,148.527
13.145,147.784,148.165,181.213,148.924,148.817,148.470,148.468,148.548,148.343,148.437,148.362,83.496,148.561,148.407
13.150,148.466,148.830,181.106,148.135,148.307,148.423,148.531,148.460,149.032,148.359,148.503,83.496,148.665,148.430
13.155,148.534,148.228,181.184,148.263,148.655,148.641,148.898,148.945,148.900,147.841,148.276,83.496,148.272,148.688
13.160,147.951,147.695,181.212,147.724,148.142,148.291,147.833,148.032,148.027,148.484,148.460,62.731,148.790,147.837
13.165,147.888,148.211,181.217,148.089,148.221,147.630,149.020,148.577,148.229,148.025,148.316,62.731,148.028,148.334
13.170,148.143,148.405,181.275,147.824,147.868,148.246,148.601,148.539,148.548,147.933,147.921,62.731,147.925,147.970
